1,-347,40.3339
2,-352,68.1628
3,-203,7.36107
4,-362,36.2662
5,-202,3.9711
6,-236,93.5947
7,-651,86.4903
8,-212,32.7071
9,-159,93.8407
10,-92,64.9187
11,-91,37.9223
12,-98,35.2766
13,-133,39.0994
14,-124,5.15701
15,-72,5.81844
16,-71,74.5819
17,-122,102.015
18,-77,98.3497
19,-90,38.6434
20,-81,33.4018
21,-65,70.5695
22,-80,40.1951
23,-73,98.8069
24,-60,4.36698
25,-58,74.8444
26,-87,102.484
27,-26,4.19674
28,-52,70.8398
29,-55,168.185
30,-66,92.4105
31,-72,4.97579
32,-66,77.4359
33,-106,109.77
34,-50,115.645
35,-70,191.675
36,63,39.2547
37,-75,117.737
38,-70,175.151
39,-84,40.6284
40,-49,78.5996
41,-86,83.6946
42,-46,48.3246
43,-80,145.016
44,-96,48.0785
45,-10,6.27832
46,-46,42.1978
47,-80,71.9201
48,-43,111.192
49,-85,41.8711
50,-42,148.5
51,-67,106.724
52,-99,100.141
53,-36,114.629
54,29,73.9928
55,-54,71.6882
56,-56,204.741
57,-66,42.4049
58,-107,114.07
59,-71,42.1907
60,-61,71.6478
61,23,52.8761
62,-71,84.2497
63,-83,88.2139
64,-58,74.1031
65,-75,42.9367
66,28,187.354
67,-66,130.177
68,-50,142.71
69,37,143.98
70,83,7.51863
71,142,131.187
72,104,162.708
73,-81,70.106
74,-62,256.193
75,-62,59.814
76,-56,84.2896
77,-68,109.981
78,-56,116.17
79,-78,43.6912
80,-16,11.2085
81,-6,81.159
82,-53,107.436
83,-8,50.6764
84,-89,114.389
85,-52,121.375
86,-15,94.7136
87,17,213.865
88,-22,146.502
89,-48,137.36
90,-60,128.539
91,13,46.5757
92,-66,120.089
93,-81,189.231
94,-31,86.5906
95,-56,76.6417
96,23,300.614
97,64,82.5804
98,-35,173.298
99,-56,253.628
100,216,19.5003
101,-48,113.854
102,24,85.5174
103,-89,127.801
104,5,71.55
105,-28,124.164
106,13,211.652
107,-75,14.922
108,-8,89.5907
109,17,162.425
110,-22,67.2914
111,-27,130.434
112,-90,129.102
113,-65,38.7928
114,-6,270.082
115,-77,148.616
116,-60,122.783
117,14,319.555
118,-37,149.411
119,-22,106.62
120,-36,93.5598
121,-90,39.4629
122,-60,118.455
123,23,70.6902
124,50,246.471
125,-72,312.504
126,8,48.2876
127,20,98.887
128,-77,209.47
129,-56,182.688
130,71,257.622
131,-57,171.115
132,61,131.433
133,-45,151.304
134,2,78.2411
135,2,54.9916
136,6,190.445
137,-50,105.865
138,-56,63.6776
139,-50,180.635
140,-67,225.755
141,-65,161.503
142,-66,196.646
143,7,99.7063
144,38,17.3097
145,-65,189.031
146,-62,162.696
147,-67,23.1678
148,-71,122.422
149,42,264.501
150,-102,145.159
151,-68,97.7628
152,-62,69.42
153,69,212.422
154,-71,176.285
155,-55,74.1881
156,57,106.714
157,-60,60.1662
158,16,149.855
159,-28,114.293
160,-27,186.127
161,-36,94.7687
162,0,152.631
163,-77,144.004
164,-66,220.38
165,86,110.524
166,17,277.149
167,171,65.9896
168,-70,21.7637
169,-84,169.528
170,-60,205.161
171,68,120.074
172,128,330.357
173,-89,73.3353
174,173,45.1847
175,-66,38.7382
176,-50,28.4217
177,-55,63.623
178,124,76.4744
179,-37,94.0268
180,109,145.531
181,40,80.4426
182,-44,24.0238
183,-59,224.177
184,-40,64.7925
185,-50,218.457
186,-66,100.339
187,83,120.668
188,-50,172.033
189,-58,78.9736
190,90,56.7012
191,-95,119.315
192,-71,33.5901
193,-25,76.5097
194,84,89.0566
195,-15,129.455
196,-56,17.7082
197,-77,75.303
198,-62,134.86
199,-8,62.4873
200,-60,54.039
201,-30,233.93
202,-50,80.9966
203,8,178.722
204,145,99.2842
205,99,156.67
206,-26,158.359
207,-74,229.376
208,28,269.776
209,-71,129.555
210,124,168.915
211,-139,76.6826
212,-65,117.898
213,29,90.1651
214,209,176.047
215,-60,34.1466
216,-60,174.555
217,-67,83.9325
218,0,62.1804
219,-83,125.256
220,-31,85.0521
221,-72,113.511
222,-90,109.051
223,18,136.227
224,-60,125.299
225,-63,52.2167
226,17,97.7308
227,-51,38.288
228,-61,13.2575
229,-65,118.423
230,-55,88.1778
231,-73,246.743
232,-56,205.498
233,14,111.651
234,29,46.4949
235,25,126.183
236,-12,56.4425
237,-45,265.354
238,-15,74.53
239,-10,152.1
240,-31,236.83
241,-55,109.657
242,-45,69.2206
243,-84,98.388
244,-67,123.752
245,99,166.592
246,-60,131.942
247,-20,188.156
248,-15,86.8377
249,10,33.4199
250,-41,235.716
251,39,189.354
252,-75,45.0934
253,-45,112.673
254,0,87.6967
255,-22,106.577
256,-55,99.1719
257,-73,115.426
258,-89,94.7486
259,15,146.254
260,124,85.1628
261,-65,135.876
262,-62,61.7309
263,-89,184.29
264,-25,62.3885
265,-56,53.8509
266,-93,72.4374
267,-38,54.9302
268,-50,127.901
269,-26,61.8105
270,-70,26.6864
271,-55,113.801
272,60,132.501
273,93,52.288
274,-30,41.0964
275,-55,30.7303
276,-60,186.06
277,-32,46.202
278,20,56.6871
279,-34,86.2596
280,-45,86.8775
281,5,194.674
282,-67,110.068
283,-56,78.2067
284,-50,91.9449
285,-73,105.557
286,54,58.9995
287,35,79.0777
288,44,58.1084
289,30,46.8791
290,-65,101.587
291,-60,79.4678
292,-61,94.8137
293,-70,87.0103
294,-60,59.1705
295,-45,113.173
296,20,28.8358
297,5,73.4534
298,-68,134.138
299,-55,90.1891
300,29,165.639
301,60,64.9388
302,34,70.2405
303,-5,89.4304
304,-78,121.711
305,20,144.288
306,0,77.0774
307,-62,80.2368
308,-5,56.425
309,69,138.369
310,74,205.484
311,20,48.6051
312,-65,66.6587
313,90,144.24
314,-80,99.9401
315,-26,80.563
316,-55,143.108
317,-20,64.5171
318,-70,154.847
319,54,90.8658
320,-55,40.4774
321,-20,49.8511
322,-31,118.975
323,-66,69.2054
324,30,47.0267
325,30,95.589
326,-55,139.644
327,-50,58.1834
328,-30,60.1818
329,-60,111.907
330,-50,84.2178
331,-61,123.656
332,119,76.4721
333,-65,113.2
334,-50,88.6513
335,104,104.875
336,-15,74.3981
337,10,121.491
338,-16,209.722
339,0,114.364
340,-5,40.1216
341,85,89.7141
342,-60,115.906
343,-31,90.1508
344,-15,82.6864
345,10,66.7383
346,-55,49.2229
347,-56,159.434
348,-65,65.695
349,0,69.603
350,-50,112.856
351,-60,58.5969
352,19,125.423
353,-25,47.9334
354,114,91.6649
355,15,108.429
356,-60,74.6043
357,20,40.7144
358,-30,30.4018
359,-60,171.5
360,60,41.2755
361,-50,91.656
362,205,51.2321
363,-60,72.1363
364,-15,61.4309
365,-65,73.6875
366,-30,50.8703
367,-50,97.53
368,95,99.1915
369,-65,56.2347
370,20,132.441
371,129,80.2392
372,0,107.194
373,-65,41.2658
374,-55,104.165
375,80,63.332
376,-55,65.0331
377,35,74.1765
378,55,37.67
379,75,90.3856
380,-55,117.473
381,-50,111.807
382,-51,43.3982
383,-30,81.206
384,-55,64.4311
385,-51,167.756
386,44,84.4457
387,-110,134.304
388,45,112.516
389,20,60.9863
390,-20,127.746
391,-60,49.7584
392,-20,121.605
393,30,41.104
394,-65,48.1872
395,45,67.4136
396,-50,116.965
397,-65,92.1102
398,-35,111.443
399,-40,88.0091
400,-20,108.417
401,-60,46.5013
402,33,75.8578
403,-65,67.5407
404,-61,88.7949
405,-66,63.5598
406,-50,93.3313
407,-50,114.327
408,114,74.8971
409,-26,55.7164
410,-60,59.5898
411,-11,86.9522
412,-60,69.8318
413,-55,77.7692
414,-50,133.958
415,-55,40.0628
416,114,162.063
417,-55,50.3447
418,-60,89.6582
419,-60,38.5446
420,-22,142.867
421,35,42.0936
422,-40,33.7074
423,-65,96.804
424,-65,110.411
425,30,90.5568
426,95,43.5999
427,115,56.0171
428,-70,65.2487
429,-65,118.415
430,-55,89.2589
451,-65,53.8587
452,-30,125.617
453,35,65.5472
454,85,124.893
455,-55,146.372
456,-55,62.6277
457,-55,53.4817
458,35,40.3154
459,-65,109.062
460,55,39.7457
461,-30,37.213
462,-55,92.9804
463,45,120.046
464,-55,65.9499
465,-60,151.582
466,-50,79.6686
467,-60,69.0204
468,15,78.944
469,-65,83.254
470,69,64.2049
471,30,63.9854
472,-5,60.8898
473,30,49.4627
474,-55,45.405
475,-10,80.5699
476,89,62.9659
477,40,46.2876
478,90,53.678
479,-60,68.9172
480,43,83.4483
451,-81,61.4301
452,-50,110.169
453,-60,104.53
454,-45,136.756
455,390,33.6355
456,380,84.029
457,84,29.0913
458,30,42.8513
459,44,36.1706
460,-20,62.4098
461,20,50.8322
462,-20,57.761
463,-56,142.686
464,-30,116.936
465,130,47.5484
466,-65,65.2512
467,-25,130.061
468,60,44.3938
469,125,91.4237
470,-65,68.3861
471,-55,39.7323
472,23,79.8334
473,74,95.0483
474,69,114.362
475,-40,127.885
476,-70,63.8312
477,0,92.7467
478,-55,61.9819
479,-50,127.442
480,-55,57.7371
481,-50,131.59
482,-20,48.1408
483,40,126.475
484,-45,111.099
485,-40,75.7085
486,-60,93.8677
487,-55,86.3219
488,25,75.8529
489,-65,49.9413
490,35,151.509
491,-55,90.5301
492,-55,56.6151
493,15,43.9072
494,-70,107.57
495,-55,74.3355
496,45,67.057
497,100,60.1003
498,-16,64.4854
499,-60,50.7115
500,-60,59.2557
501,125,75.994
502,-25,167.545
503,30,38.2489
504,130,65.434
505,-20,56.0267
506,-10,42.2893
507,-45,63.2183
508,-55,119.433
509,-15,89.755
510,-5,50.4629
511,-65,39.1936
512,110,98.9989
513,125,64.8048
514,-56,49.7358
515,-60,98.2693
516,100,80.6855
517,80,86.0121
518,140,94.9497
519,-16,40.1412
520,-30,86.258
521,-1,29.1464
522,-65,111.184
523,-55,63.5113
524,95,37.2812
525,-60,35.5933
526,95,162.737
527,-56,117.044
528,79,79.4046
529,115,45.3395
530,103,41.7978
531,-50,46.6873
532,39,84.3582
533,30,78.6307
534,0,87.2156
535,-10,163.182
536,30,56.1182
537,60,83.2811
538,50,73.2217
539,45,60.1639
540,15,93.5736
541,-65,80.8736
542,-65,71.145
543,10,29.7815
544,-65,82.0523
545,44,88.6013
546,-20,73.687
547,-62,42.9037
548,-65,51.5239
549,-65,98.0923
550,94,84.5932
551,110,40.9806
552,-50,85.443
553,34,51.2664
554,25,69.9809
555,29,65.5506
556,-40,126.947
557,89,69.3745
558,-20,93.2162
559,-55,76.6822
560,-75,68.6662
561,-41,64.8291
562,-30,62.2846
563,10,58.3839
564,24,100.76
565,-55,68.9078
566,-5,115.513
567,45,112.266
568,40,107.717
569,99,39.886
570,404,36.4103
571,45,47.372
572,-45,72.8838
573,-60,48.005
